Data de Cadastro,ID,SubProduto,Produto Vinculado,Categoria,Fornecedor,Tamanho,UN,Fator,NCM,CST,CFOP,Status
15/06/2025 16:06:54,912,Luva de Borracha (P/M/G) - Limpeza,Luva de Borracha (P/M/G) - Limpeza,Limpeza,Sorpan,1,1,1,,,,
15/06/2025 16:06:54,913,Luva de Borracha (P/M/G) - Limpeza,Luva de Borracha (P/M/G) - Limpeza,Limpeza,União,10000,CX,1,,,,
15/06/2025 16:06:54,914,Luva de Plastico Descartável M,Luva de Plastico Descartável M,Atendimento,Plaspel,Unico,CX,100,,,,
15/06/2025 16:06:54,915,Luva de Plastico Descartável M,Luva de Plastico Descartável M,Atendimento,Plastripel,,CX,1,,,,
15/06/2025 16:06:54,916,Luva de Plastico Descartável M,Luva de Plastico Descartável M,Atendimento,União,PCT C 100UNDS,UN,1,,,,
15/06/2025 16:06:54,917,Luva Nitrilica G - Preto,Luva Nitrilica G - Preto,Atendimento,Cecotti,,,1,,,,
15/06/2025 16:06:54,918,Luva Nitrilica G - Preto,Luva Nitrilica G - Preto,Atendimento,Plaspel,G,CX,100,,,,
15/06/2025 16:06:54,919,Luva Nitrilica G - Preto,Luva Nitrilica G - Preto,Atendimento,Plastripel,,CX,100,,,,
15/06/2025 16:06:54,920,Luva Nitrilica G - Preto,Luva Nitrilica G - Preto,Atendimento,União,10000,UN,100,,,,
15/06/2025 16:06:54,921,Luva Nitrilica M - Preto,Luva Nitrilica M - Preto,Atendimento,Cecotti,,,1,,,,
15/06/2025 16:06:54,922,Luva Nitrilica M - Preto,Luva Nitrilica M - Preto,Atendimento,Plaspel,M,CX,100,,,,
15/06/2025 16:06:54,923,Luva Nitrilica M - Preto,Luva Nitrilica M - Preto,Atendimento,Plastripel,,CX,100,,,,
15/06/2025 16:06:54,924,Luva Nitrilica M - Preto,Luva Nitrilica M - Preto,Atendimento,União,10000,UN,100,,,,
15/06/2025 16:06:54,925,Luva Nitrilica P - Preto,Luva Nitrilica P - Preto,Atendimento,Plaspel,P,CX,100,,,,
15/06/2025 16:06:54,926,Luva Nitrilica P - Preto,Luva Nitrilica P - Preto,Atendimento,Plastripel,,CX,100,,,,
15/06/2025 16:06:54,927,Luva Nitrilica P - Preto,Luva Nitrilica P - Preto,Atendimento,União,10000,UN,100,,,,
15/06/2025 16:06:54,928,Maçarico - sem o gás,Maçarico - sem o gás,Sushi,Dellys,20L,UN,20,,,,
15/06/2025 16:06:54,929,Maçarico - sem o gás,Maçarico - sem o gás,Sushi,Tomodachi,20L,UN,20,,,,
15/06/2025 16:06:54,930,Macarrão Espaguetti *Galo*,Macarrão Espaguetti *Galo*,Cozinha,Cecotti,1KG,UN,"0,5",,,,
15/06/2025 16:06:54,931,Macarrão Espaguetti *Galo*,Macarrão Espaguetti *Galo*,Cozinha,MartMinas,1KG,UN,1,,,,
15/06/2025 16:06:54,932,Macarrão Espaguetti *Galo*,Macarrão Espaguetti *Galo*,Cozinha,Riberfoods,,UN,1,,,,
15/06/2025 16:06:54,933,Macarrão Ninho *Galo*,Macarrão Ninho *Galo*,Cozinha,MartMinas,500g,UN,1,,,,
15/06/2025 16:06:54,934,Macarrão Ninho *Galo*,Macarrão Ninho *Galo*,Cozinha,Riberfoods,500g,UN,1,,,,
15/06/2025 16:06:54,936,Macarrão Parafuro *Galo*,Macarrão Parafuro *Galo*,Cozinha,Cecotti,1KG,UN,1,,,,
15/06/2025 16:06:54,937,Macarrão Parafuro *Galo*,Macarrão Parafuro *Galo*,Cozinha,MartMinas,1KG,UN,1,,,,
15/06/2025 16:06:54,938,Macarrão Parafuro *Galo*,Macarrão Parafuro *Galo*,Cozinha,Riberfoods,,UN,1,,,,
15/06/2025 16:06:54,940,Macarrão Penne *Galo*,Macarrão Penne *Galo*,Cozinha,Cecotti,1KG,CX,1,,,,
15/06/2025 16:06:54,941,Macarrão Penne *Galo*,Macarrão Penne *Galo*,Cozinha,MartMinas,1KG,UN,1,,,,
15/06/2025 16:06:54,942,Macarrão Penne *Galo*,Macarrão Penne *Galo*,Cozinha,Riberfoods,,UN,1,,,,
15/06/2025 16:06:54,944,Maionese *Hellmans*,Maionese *Hellmans*,Panificação,Cecotti,"2,8kg",UN,"2,8",,,,
15/06/2025 16:06:54,945,Maionese *Hellmans*,Maionese *Hellmans*,Panificação,F Martins,"2,8kg",UN,"2,8",,,,
15/06/2025 16:06:54,946,Maionese *Hellmans*,Maionese *Hellmans*,Panificação,MartMinas,3kg,UN,3,,,,
15/06/2025 16:06:54,947,Maionese *Hellmans*,Maionese *Hellmans*,Panificação,Riberfoods,"2,8Kg",UN,"2,8",,,,
15/06/2025 16:06:54,948,Maionese Kewpie,Maionese Kewpie,Sushi,Dellys,20L,UN,20,,,,
15/06/2025 16:06:54,949,Maionese Kewpie,Maionese Kewpie,Sushi,Tomodachi,20L,UN,"0,5",,,,
15/06/2025 16:06:54,951,Manga De Confeitar Descartavel G,Manga De Confeitar Descartavel G,Confeitaria,Cecotti,50,UN,50,,,,
15/06/2025 16:06:54,952,Manga De Confeitar Descartavel G,Manga De Confeitar Descartavel G,Confeitaria,Coppa,50Und,Pacote,50,,,,
15/06/2025 16:06:54,953,Manga De Confeitar Descartavel G,Manga De Confeitar Descartavel G,Confeitaria,Riberfoods,50Und,Pacote,50,,,,
15/06/2025 16:06:54,954,Manga De Confeitar Descartavel G,Manga De Confeitar Descartavel G,Confeitaria,Sorpan,50Und,Pacote,50,,,,
15/06/2025 16:06:54,955,Margarina Folhada 80% *Gradina*,Margarina Folhada 80% *Gradina*,Panificação,Cecotti,2KG,UN,3,,,,
15/06/2025 16:06:54,956,Margarina Folhada 80% *Gradina*,Margarina Folhada 80% *Gradina*,Panificação,Coppa,3KG,UN,3,,,,
15/06/2025 16:06:54,957,Margarina Folhada 80% *Gradina*,Margarina Folhada 80% *Gradina*,Panificação,Riberfoods,6x2kg,UN,2,,,,
15/06/2025 16:06:54,959,Margarina Qualy 250gr,Margarina Qualy 250gr,Frios,Cecotti,20,UN,1,,,,
15/06/2025 16:06:54,960,Margarina Qualy 250gr,Margarina Qualy 250gr,Frios,Sadia,20x250gr,UN,1,,,,
15/06/2025 16:06:54,962,Margarina Qualy 500g,Margarina Qualy 500g,Frios,Cecotti,20,UN,12,,,,
15/06/2025 16:06:54,963,Margarina Qualy 500g,Margarina Qualy 500g,Frios,Sadia,12x500gr,UN,1,,,,
15/06/2025 16:06:54,965,Margarina Veg 80% ou 75% Lipidio,Margarina Veg 80% ou 75% Lipidio,Panificação,Cecotti,15Kg,UN,15,,,,
15/06/2025 16:06:54,966,Margarina Veg 80% ou 75% Lipidio,Margarina Veg 80% ou 75% Lipidio,Panificação,Coppa,15KG,UN,"14,5",,,,
15/06/2025 16:06:54,967,Margarina Veg 80% ou 75% Lipidio,Margarina Veg 80% ou 75% Lipidio,Panificação,MixPan,15KG,UN,15,,,,
15/06/2025 16:06:54,968,Margarina Veg 80% ou 75% Lipidio,Margarina Veg 80% ou 75% Lipidio,Panificação,Riberfoods,15kg,UN,15,,,,
15/06/2025 16:06:54,969,Margarina Veg 80% ou 75% Lipidio,Margarina Veg 80% ou 75% Lipidio,Panificação,Sadia,15kg,,15,,,,
15/06/2025 16:06:54,970,Margarina Veg 80% ou 75% Lipidio,Margarina Veg 80% ou 75% Lipidio,Panificação,Seara,15kg,,15,,,,
15/06/2025 16:06:54,971,Margarina Veg 80% ou 75% Lipidio,Margarina Veg 80% ou 75% Lipidio,Panificação,Sorpan,15kg,UN,15,,,,
15/06/2025 16:06:54,972,Marmita Isopor 500ml *Com tampa*,Marmita Isopor 500ml *Com tampa*,Embalagens,Plaspel,,UN,200,,,,
15/06/2025 16:06:54,973,Marmita Isopor 500ml *Com tampa*,Marmita Isopor 500ml *Com tampa*,Embalagens,Plastripel,,UN,200,,,,
15/06/2025 16:06:54,974,Marmita Isopor 500ml *Com tampa*,Marmita Isopor 500ml *Com tampa*,Embalagens,União,,UN,200,,,,
15/06/2025 16:06:54,975,Marmita Isopor 750ml *Com tampa*,Marmita Isopor 750ml *Com tampa*,Embalagens,Plaspel,750 ml,UN,200,,,,
15/06/2025 16:06:54,976,Marmita Isopor 750ml *Com tampa*,Marmita Isopor 750ml *Com tampa*,Embalagens,Plastripel,500 UND,UN,100,,,,
15/06/2025 16:06:54,977,Marmita Isopor 750ml *Com tampa*,Marmita Isopor 750ml *Com tampa*,Embalagens,União,200,UN,200,,,,
15/06/2025 16:06:54,978,Massa de Pastel M,Massa de Pastel M,Confeitaria,Bernardão,25KG,UN,1,,,,
15/06/2025 16:06:54,979,Massa de Pastel M,Massa de Pastel M,Confeitaria,Cecotti,25KG,UN,12,,,,
15/06/2025 16:06:54,980,Massa de Pastel M,Massa de Pastel M,Confeitaria,MartMinas,25KG,UN,1,,,,
15/06/2025 16:06:54,981,Massa Harumaki,Massa Harumaki,Sushi,Tomodachi,20L,UN,"20,00",,,,
15/06/2025 16:06:54,982,Massa pronta para Tapioca,Massa pronta para Tapioca,Atendimento,Bernardão,500 gr,UN,"0,5",,,,
15/06/2025 16:06:54,983,Massa pronta para Tapioca,Massa pronta para Tapioca,Atendimento,Cecotti,21/500G,FD,"10,5",,,,
15/06/2025 16:06:54,984,Massa pronta para Tapioca,Massa pronta para Tapioca,Atendimento,F Martins,10/1kg,Fd,10,,,,
15/06/2025 16:06:54,985,Massa pronta para Tapioca,Massa pronta para Tapioca,Atendimento,MartMinas,,UN,"0,5",,,,
15/06/2025 16:06:54,986,Massa pronta para Tapioca,Massa pronta para Tapioca,Atendimento,Plastripel,20/500G,UN,"0,5",,,,
15/06/2025 16:06:54,987,Massa pronta para Tapioca,Massa pronta para Tapioca,Atendimento,Riberfoods,500g,UN,"0,5",,,,
15/06/2025 16:06:54,988,Mel *500ml*,Mel *500ml*,Panificação,Bernardão,500g,UN,"0,5",,,,
15/06/2025 16:06:54,989,Mel *500ml*,Mel *500ml*,Panificação,MartMinas,500g,UN,"0,5",,,,
15/06/2025 16:06:54,990,Mel *500ml*,Mel *500ml*,Panificação,Sorpan,500g,UN,"0,5",,,,
15/06/2025 16:06:54,991,Melhorador P Panific Sorpan,Melhorador P Panific Sorpan,Panificação,Sorpan,5KG,UN,5,,,,
15/06/2025 16:06:54,992,Mexedor Para Café Descartável,Mexedor Para Café Descartável,Atendimento,Cecotti,,500,500,,,,
15/06/2025 16:06:54,993,Mexedor Para Café Descartável,Mexedor Para Café Descartável,Atendimento,Plaspel,5000 UND,CX,"5.000,00",,,,
15/06/2025 16:06:54,994,Mexedor Para Café Descartável,Mexedor Para Café Descartável,Atendimento,Plastripel,5000 UND,UN,5000,,,,
15/06/2025 16:06:54,995,Mexedor Para Café Descartável,Mexedor Para Café Descartável,Atendimento,Riberfoods,250 UND,UN,250,,,,
15/06/2025 16:06:54,996,Mexedor Para Café Descartável,Mexedor Para Café Descartável,Atendimento,União,PCT C 500 UNDS,UN,500,,,,
15/06/2025 16:06:54,999,Milho Verde em Conserva,Milho Verde em Conserva,Pizzaria,Cecotti,"1,7KG",UN,"1,7",,,,
15/06/2025 16:06:54,1000,Milho Verde em Conserva,Milho Verde em Conserva,Pizzaria,Coppa,"1,7kg",UN,"1,7",,,,
15/06/2025 16:06:54,1001,Milho Verde em Conserva,Milho Verde em Conserva,Pizzaria,F Martins,"1,8kg",Cx,10.8,,,,
15/06/2025 16:06:54,1002,"Milho Verde em Conserva 19,98",Milho Verde em Conserva,Pizzaria,MartMinas,"1,7kg",UN,"1,7",,,,
15/06/2025 16:06:54,1003,Milho Verde em Conserva,Milho Verde em Conserva,Pizzaria,MixPan,1.7kg,UN,"1,7",,,,
15/06/2025 16:06:54,1004,Milho Verde em Conserva,Milho Verde em Conserva,Pizzaria,Riberfoods,,UN,"1,7",,,,
15/06/2025 16:06:54,1005,Milho Verde em Conserva,Milho Verde em Conserva,Pizzaria,Sorpan,1,UN,"1,7",,,,
15/06/2025 16:06:54,1006,Mistura Bolo Cremoso Aipim *3F*,Mistura Bolo Cremoso Aipim *3F*,Panificação,MixPan,5KG,UN,5,,,,
15/06/2025 16:06:54,1007,Mistura Bolo Cremoso Aipim *3F*,Mistura Bolo Cremoso Aipim *3F*,Panificação,Riberfoods,5KG,UN,5,,,,
15/06/2025 16:06:54,1008,Mistura Bolo Cremoso Chocolate Suave *mixpan*,Mistura Bolo Cremoso Chocolate Suave *3F*,Panificação,MixPan,5KG,UN,5,,,,
15/06/2025 16:06:54,1009,Mistura Bolo Cremoso Chocolate *3F*,Mistura Bolo Cremoso Chocolate Suave *3F*,Panificação,Riberfoods,5KG,UN,5,,,,
15/06/2025 16:06:54,1010,Mistura Bolo Cremoso Coco *3F*,Mistura Bolo Cremoso Coco *3F*,Panificação,MixPan,5KG,UN,5,,,,
15/06/2025 16:06:54,1011,Mistura Bolo Cremoso Coco *3F*,Mistura Bolo Cremoso Coco *3F*,Panificação,Riberfoods,5KG,UN,5,,,,
15/06/2025 16:06:54,1012,Mistura Bolo Cremoso Fuba *3F*,Mistura Bolo Cremoso Fuba *3F*,Panificação,MixPan,5KG,UN,5,,,,
15/06/2025 16:06:54,1013,Mistura Bolo Cremoso Fuba *3F*,Mistura Bolo Cremoso Fuba *3F*,Panificação,Riberfoods,5KG,UN,5,,,,
15/06/2025 16:06:54,1014,Mistura Bolo Cremoso Limão,Mistura Bolo Cremoso Limão,Panificação,MixPan,5KG,UN,5,,,,
15/06/2025 16:06:54,1015,Mistura Bolo Cremoso Limão,Mistura Bolo Cremoso Limão,Panificação,Riberfoods,5KG,UN,5,,,,
15/06/2025 16:06:54,1016,Mistura Bolo Cremoso Maracujá *3F*,Mistura Bolo Cremoso Maracujá *3F*,Panificação,MixPan,5KG,UN,5,,,,
15/06/2025 16:06:54,1017,Mistura Bolo Cremoso Maracujá *3F*,Mistura Bolo Cremoso Maracujá *3F*,Panificação,Riberfoods,5KG,UN,5,,,,
15/06/2025 16:06:54,1018,Mistura Bolo Cremoso Milho *3F*,Mistura Bolo Cremoso Milho *3F*,Panificação,MixPan,5KG,UN,5,,,,
15/06/2025 16:06:54,1019,Mistura Bolo Cremoso Milho *3F*,Mistura Bolo Cremoso Milho *3F*,Panificação,Riberfoods,5KG,UN,5,,,,
15/06/2025 16:06:54,1020,Mistura Bolo Tradicional Abacaxi *3F*,Mistura Bolo Tradicional Abacaxi *3F*,Panificação,MixPan,5KG,UN,1,,,,
15/06/2025 16:06:54,1021,Mistura Bolo Tradicional Abacaxi *3F*,Mistura Bolo Tradicional Abacaxi *3F*,Panificação,Riberfoods,5KG,UN,1,,,,
15/06/2025 16:06:54,1022,Mistura Bolo Tradicional Banoffe *3F*,Mistura Bolo Tradicional Banoffe *3F*,Panificação,MixPan,5KG,UN,1,,,,
15/06/2025 16:06:54,1023,Mistura Bolo Tradicional Banoffe *3F*,Mistura Bolo Tradicional Banoffe *3F*,Panificação,Riberfoods,5KG,UN,1,,,,
15/06/2025 16:06:54,1024,Mistura Bolo Tradicional Côco *3F*,Mistura Bolo Tradicional Côco *3F*,Panificação,MixPan,5KG,UN,1,,,,
15/06/2025 16:06:54,1025,Mistura Bolo Tradicional Côco *3F*,Mistura Bolo Tradicional Côco *3F*,Panificação,Riberfoods,5KG,UN,1,,,,
15/06/2025 16:06:54,1026,Mistura Bolo Tradicional Fubá *3F*,Mistura Bolo Tradicional Fubá *3F*,Panificação,MixPan,5KG,UN,1,,,,
15/06/2025 16:06:54,1027,Mistura Bolo Tradicional Fubá *3F*,Mistura Bolo Tradicional Fubá *3F*,Panificação,Riberfoods,5KG,UN,1,,,,
15/06/2025 16:06:54,1028,Mistura Creme de Confeiteiro *Itaiquara*,Mistura Creme de Confeiteiro *Itaiquara*,Panificação,MartMinas,10X1KG,UN,1,,,,
15/06/2025 16:06:54,1029,Mistura Creme de Confeiteiro *Itaiquara*,Mistura Creme de Confeiteiro *Itaiquara*,Panificação,Riberfoods,10X1KG,FD,10,,,,
15/06/2025 16:06:54,1030,Mistura Mousse Chocolate Branco *Nestlé*,Mistura Mousse Chocolate Branco *Nestlé*,Confeitaria,Nestle Brasil Ltda,2kg,UN,2,,,,
15/06/2025 16:06:54,1031,Mistura Mousse Chocolate Branco *Nestlé*,Mistura Mousse Chocolate Branco *Nestlé*,Confeitaria,Riberfoods,2kg,UN,2,,,,
15/06/2025 16:06:54,1032,Mistura Mousse de Chocolate *Nestlé*,Mistura Mousse de Chocolate *Nestlé*,Confeitaria,Nestle Brasil Ltda,500g,UN,2,,,,
15/06/2025 16:06:54,1033,Mistura Mousse de Chocolate *Nestlé*,Mistura Mousse de Chocolate *Nestlé*,Confeitaria,Riberfoods,500g,UN,2,,,,
15/06/2025 16:06:54,1034,Mistura Para Cake Chocolate Intenso *3F*,Mistura Para Cake Chocolate Intenso *3F*,Confeitaria,Riberfoods,2kg,UN,2,,,,
15/06/2025 16:06:54,1035,Mistura Para Cake Neutro *3F*,Mistura Para Cake Neutro *3F*,Confeitaria,Riberfoods,2kg,UN,2,,,,
15/06/2025 16:06:54,1036,Mistura Para Cake Red Velvet *3F*,Mistura Para Cake Red Velvet *3F*,Confeitaria,Riberfoods,2kg,UN,1,,,,
15/06/2025 16:06:54,1037,Mistura para Torta Holandesa *Nestlé*,Mistura para Torta Holandesa *Nestlé*,Confeitaria,Nestle Brasil Ltda,10KG,CX,10,,,,
15/06/2025 16:06:54,1039,"Molho Barbecue Galão 3,5kg","Molho Barbecue Galão 3,5kg",Pizzaria,Cecotti,"3,6kg",UN,"3,5",,,,
15/06/2025 16:06:54,1040,"Molho Barbecue Galão 3,5kg","Molho Barbecue Galão 3,5kg",Pizzaria,Coppa,"3,5KG",UN,"3,5",,,,
15/06/2025 16:06:54,1041,"Molho Barbecue Galão 3,5kg","Molho Barbecue Galão 3,5kg",Pizzaria,F Martins,"3,5KG",UN,1,,,,
15/06/2025 16:06:54,1042,"Molho Barbecue Galão 3,5kg","Molho Barbecue Galão 3,5kg",Pizzaria,Riberfoods,"3,5KG",UN,"3,5",,,,
15/06/2025 16:06:54,1043,"Molho Barbecue Galão 3,5kg 88.54 cx","Molho Barbecue Galão 3,5kg",Pizzaria,Wilson,"4x3,6kg",CX,"14,4",,,,
15/06/2025 16:06:54,1045,Molho Para Pizza (BAG),Molho Para Pizza (BAG),Pizzaria,Cecotti,"1,7kg",UN,"1,7",,,,
15/06/2025 16:06:54,1046,Molho Para Pizza (BAG),Molho Para Pizza (BAG),Pizzaria,Coppa,2kg,UN,"1,7",,,,
15/06/2025 16:06:54,1047,Molho Para Pizza (BAG),Molho Para Pizza (BAG),Pizzaria,F Martins,8 X 2KG,CX,"1,7",,,,
15/06/2025 16:06:54,1048,Molho Para Pizza (BAG),Molho Para Pizza (BAG),Pizzaria,MartMinas,"1,7kg",UN,"1,7",,,,
15/06/2025 16:06:54,1049,Molho Para Pizza (BAG),Molho Para Pizza (BAG),Pizzaria,MixPan,"1,7kg",UN,"1,7",,,,
15/06/2025 16:06:54,1050,Molho Para Pizza (BAG),Molho Para Pizza (BAG),Pizzaria,Riberfoods,"1,7kg",UN,"1,7",,,,
15/06/2025 16:06:54,1051,Molho Para Pizza (BAG),Molho Para Pizza (BAG),Pizzaria,Sorpan,"1,7kg",UN,"1,7",,,,
15/06/2025 16:06:54,1052,Molho Para Pizza (BAG) 74.11 cx,Molho Para Pizza (BAG),Pizzaria,Wilson,6x2kg,CX,12,,,,
15/06/2025 16:06:54,1053,Molho Shoyu *Sakura* 5L,Molho Shoyu *Sakura* 5L,Sushi,Dellys,20L,UN,20,,,,
15/06/2025 16:06:54,1054,Molho Shoyu *Sakura* 5L,Molho Shoyu *Sakura* 5L,Sushi,Tomodachi,20L,UN,20,,,,
15/06/2025 16:06:54,1055,Molho Shoyu *Sakura* Sache,Molho Shoyu *Sakura* Sache,Sushi,TomodaChi,8x192x7gr,UN,1,,,,
15/06/2025 16:06:54,1056,Molho Shoyu *Mitsuwa* Sache 106.22 fd,Molho Shoyu *Sakura* Sache,Sushi,Wilson,4x250x8gr,FD,4,,,,
15/06/2025 16:06:54,1057,Molho Sweet Chilli 5L,Molho Sweet Chilli 5L,Sushi,Dellys,1KG,UN,"1,05",,,,
15/06/2025 16:06:54,1058,Molho Sweet Chilli 5L,Molho Sweet Chilli 5L,Sushi,Tomodachi,1KG,UN,5,,,,
15/06/2025 16:06:54,1059,Molho Tare *Sakura* 5L,Molho Tare *Sakura* 5L,Sushi,Dellys,5L,UN,5,,,,
15/06/2025 16:06:54,1060,Molho Tare *Sakura* 5L,Molho Tare *Sakura* 5L,Sushi,Tomodachi,5L,UN,5,,,,
15/06/2025 16:06:54,1061,Molho Tare *Sakura* Sache,Molho Tare *Sakura* Sache,Sushi,TomodaChi,8x192x7gr,UN,1,,,,
15/06/2025 16:06:54,1062,Molho Tare *Mitsuwa* Sache 118.13 fd,Molho Tare *Sakura* Sache,Sushi,Wilson,4x252x8gr,FD,4,,,,
15/06/2025 16:06:54,1063,Mortadela Comum Fatiada,Mortadela Comum Fatiada,Frios,Sadia,200gr,KG,1,,,,
15/06/2025 16:06:54,1064,Mortadela Defumada OURO,Mortadela Defumada OURO,Frios,Sadia,2pç c/ 4kg,KG,1,,,,
15/06/2025 16:06:54,1065,Mortadela Defumada OURO,Mortadela Defumada OURO,Frios,Seara,10 kg,02 pecas,2,,,,
15/06/2025 16:06:54,1066,Mortadela Defumada Ouro Fatiada,Mortadela Defumada Ouro Fatiada,Frios,Sadia,,KG,1,,,,
15/06/2025 16:06:54,1067,Nata,Nata,Panificação,Bernardão,300g,UN,"0,3",,,,
15/06/2025 16:06:54,1068,Nata,Nata,Panificação,Canto de Minas,300g,UN,"0,3",,,,
15/06/2025 16:06:54,1069,Nesquik - Morango,Nesquik - Morango,Confeitaria,Nestle Brasil Ltda,500GR,Lata,1,,,,
15/06/2025 16:06:54,1070,Nograx (Desengordurante),Nograx (Desengordurante),Limpeza,MegaMix,5L,UN,5,,,,
15/06/2025 16:06:54,1072,Nozes Moida,Nozes Moida,Confeitaria,Cecotti,1kg,UN,1,,,,
15/06/2025 16:06:54,1073,Nozes Moida,Nozes Moida,Confeitaria,Coppa,1KG,UN,1,,,,
15/06/2025 16:06:54,1074,Nozes Moida,Nozes Moida,Confeitaria,F Martins,1KG,UN,1,,,,
15/06/2025 16:06:54,1075,Nozes Moida,Nozes Moida,Confeitaria,Riberfoods,1KG,UN,1,,,,
15/06/2025 16:06:54,1076,Nozes Moida,Nozes Moida,Confeitaria,Sorpan,,,,,,,
15/06/2025 16:06:54,1078,Oleo De Algodao,Oleo De Algodao,Panificação,Cecotti,"15,8",UN,"15,8",,,,
15/06/2025 16:06:54,1079,Oleo De Algodao,Oleo De Algodao,Panificação,Coppa,5kg,UN,5,,,,
15/06/2025 16:06:54,1080,Oleo De Algodao,Oleo De Algodao,Panificação,F Martins,900ml,UN,1,,,,
15/06/2025 16:06:54,1081,Oleo De Algodao,Oleo De Algodao,Panificação,MixPan,15.8L,UN,14.1,,,,
15/06/2025 16:06:54,1082,Oleo De Algodao,Oleo De Algodao,Panificação,Riberfoods,"14,5KG",UN,"14,5",,,,
15/06/2025 16:06:54,1083,Oleo De Algodao,Oleo De Algodao,Panificação,Sorpan,"5, 1litros",1,5,,,,
15/06/2025 16:06:54,1085,Oleo De Soja,Oleo De Soja,Panificação,Bernardão,6 X 900g,UN,1,,,,
15/06/2025 16:06:54,1086,Oleo De Soja,Oleo De Soja,Panificação,Cecotti,20 X 900g,CX,1,,,,
15/06/2025 16:06:54,1087,Oleo De Soja,Oleo De Soja,Panificação,F Martins,20x900ml,CX,20,,,,
15/06/2025 16:06:54,1088,Oleo De Soja,Oleo De Soja,Panificação,MartMinas,1L,un,1,,,,
15/06/2025 16:06:54,1090,Orégano,Orégano,Pizzaria,Cecotti,1KG,UN,1,,,,
15/06/2025 16:06:54,1091,Orégano,Orégano,Pizzaria,Coppa,1KG,UN,"0,2",,,,
15/06/2025 16:06:54,1092,Orégano,Orégano,Pizzaria,F Martins,1KG,UN,1,,,,
15/06/2025 16:06:54,1093,Orégano,Orégano,Pizzaria,MixPan,500g,UN,"0,5",,,,
15/06/2025 16:06:54,1094,Orégano,Orégano,Pizzaria,Riberfoods,1KG,UN,1,,,,
15/06/2025 16:06:54,1095,Orégano,Orégano,Pizzaria,Sorpan,500g,UN,"0,5",,,,
15/06/2025 16:06:54,1096,Palito De Hamburguer,Palito De Hamburguer,Embalagens,Plaspel,,FD,50,,,,
15/06/2025 16:06:54,1097,Palito De Hamburguer,Palito De Hamburguer,Embalagens,Plastripel,,FD,1,,,,
15/06/2025 16:06:54,1098,Palito De Hamburguer,Palito De Hamburguer,Embalagens,União,,un,1,,,,
15/06/2025 16:06:54,1100,Palmito Picado Pupunha,Palmito Picado Pupunha,Pizzaria,Cecotti,"1,8kg",UN,"1,8",,,,
15/06/2025 16:06:54,1101,Palmito Picado Pupunha,Palmito Picado Pupunha,Pizzaria,Coppa,2kg,UN,"1,8",,,,
15/06/2025 16:06:54,1102,Palmito Picado Pupunha,Palmito Picado Pupunha,Pizzaria,F Martins,"2,1kg",UN,"1,8",,,,
15/06/2025 16:06:54,1103,Palmito Picado Pupunha,Palmito Picado Pupunha,Pizzaria,MartMinas,"2,1KG",UN,"1,8",,,,
15/06/2025 16:06:54,1104,Palmito Picado Pupunha tio paco,Palmito Picado Pupunha,Pizzaria,MixPan,"1,8kg",UN,"1,8",,,,
15/06/2025 16:06:54,1105,Palmito Picado Pupunha,Palmito Picado Pupunha,Pizzaria,Riberfoods,"1,8KG",UN,"1,8",,,,
15/06/2025 16:06:54,1106,Palmito Picado Pupunha,Palmito Picado Pupunha,Pizzaria,Sorpan,1,UN,"1,8",,,,
15/06/2025 16:06:54,1107,Pano de Chão,Pano de Chão,Limpeza,MegaMix,,UN,1,,,,
15/06/2025 16:06:54,1108,Pano de Chão,Pano de Chão,Limpeza,Santana e Magalhães,,"9,5",1,,,,
15/06/2025 16:06:54,1109,Pano para Limpeza *Perfex*,Pano para Limpeza *Perfex*,Limpeza,MegaMix,,UN,1,,,,
15/06/2025 16:06:54,1110,Pano para Limpeza *Perfex*,Pano para Limpeza *Perfex*,Limpeza,Plaspel,1x1000,UN,1,,,,
15/06/2025 16:06:54,1111,Pano para Limpeza *Perfex*,Pano para Limpeza *Perfex*,Limpeza,União,,UN,1,,,,
15/06/2025 16:06:54,1112,Pano Prato,Pano Prato,Limpeza,Cecotti,,UN,10,,,,
15/06/2025 16:06:54,1113,Pano Prato,Pano Prato,Limpeza,F Martins,12 un,PC,12,,,,
15/06/2025 16:06:54,1114,Pano Prato,Pano Prato,Limpeza,MegaMix,,UN,1,,,,
15/06/2025 16:06:54,1115,Papel Alumínio 45 X 65,Papel Alumínio 45 X 65,Embalagens,Plaspel,,CX,1,,,,
15/06/2025 16:06:54,1116,Papel Alumínio 45 X 65,Papel Alumínio 45 X 65,Embalagens,Plastripel,,CX,1,,,,
15/06/2025 16:06:54,1117,Papel Alumínio 45 X 65,Papel Alumínio 45 X 65,Embalagens,Sorpan,1,,1,,,,
15/06/2025 16:06:54,1118,Papel Alumínio 45 X 65,Papel Alumínio 45 X 65,Embalagens,União,**INOVEN**,CX,1,,,,
15/06/2025 16:06:54,1119,Papel Higiênico - Rolão,Papel Higiênico - Rolão,Limpeza,F Martins,Fd/8 rolos,Fd,4,,,,
15/06/2025 16:06:54,1120,Papel Higiênico - Rolão,Papel Higiênico - Rolão,Limpeza,MegaMix,,UN,4,,,,
15/06/2025 16:06:54,1121,Papel Higiênico - Rolão,Papel Higiênico - Rolão,Limpeza,Plaspel,1x300,UN,8,,,,
15/06/2025 16:06:54,1122,Papel Higiênico - Rolão,Papel Higiênico - Rolão,Limpeza,Plastripel,,UN,8,,,,
